1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.349137986737152239e-01,7.963801019868924636e-01,1.349148943557405278e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.349137986737152239e-01,7.963801019868924636e-01,1.349148943557405278e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
0.000000000000000000e+00,2.095508916622590978e-01,8.710162378689511042e-01
1.000000000000000000e+00,1.289850560305465521e-01,1.289850560305459970e-01
0.000000000000000000e+00,2.095508916622590978e-01,8.710162378689511042e-01
