20,3.45462726125556,0.2614155811355212,3.3442284787600873,0.3095835717190357,4.266125685316489,0.2952580625249979,4.222350374061595,0.2935290552055979,0.009974627122156542,0.04133210446706763,0.0035039272843016534,0.014669224954152422,0.16,0.6118823416311343,0.12,0.4308131845707603,4.320282638342967,2.0550604517153803,1.5606214980845687,0.7063898783491976,12.0,0.0,12.0,0.0
30,3.413575296700711,0.33116466821691815,3.3066310396523733,0.34200141474454,4.305011189727223,0.28613726901779896,4.241415283528488,0.30051854438928094,0.006928301612470378,0.028221074490298616,0.007943205596802656,0.02456242568472791,0.12,0.4308131845707603,0.2,0.6324555320336758,3.6872211095425897,1.5798958269357284,1.6254377647435267,0.4243249748107854,12.0,0.0,12.0,0.0
40,3.3862997391745404,0.30435733135401793,3.2544059825697134,0.34748453368080273,4.305929951554072,0.2681185183909143,4.232463299025323,0.29556837633200683,0.007263440947406821,0.035583448195956345,0.000224277715390393,0.001098731926707759,0.12,0.5878775382679627,0.0,0.0,3.0278481750016373,1.2764812337040645,1.558575257165298,0.60429718423602,12.0,0.0,12.0,0.0
50,3.34888155816807,0.3340114566837255,3.310461544021936,0.33433325106743,4.2753237421676005,0.27246752182375605,4.255034999164477,0.27588059669486853,2.3092638912203257e-15,5.9448270415464e-15,7.788660828229155e-05,0.0002646271270283534,0.0,0.0,0.0,0.0,2.942225407514874,1.138402201976282,1.47512307727246,0.4769824327150043,12.0,0.0,12.0,0.0
60,3.3004338616274076,0.3371303594889831,3.2750313943740883,0.36724044179217535,4.272049912598103,0.29207583791231023,4.263834764790136,0.26590358951277887,0.0021198184997635395,0.010384947343445507,0.00046036747710996194,0.0018427474428423163,0.04,0.19595917942265426,0.0,0.0,2.4856740993336257,0.7257873036586355,1.5346857312742572,0.5587164129988862,12.0,0.0,12.0,0.0
70,3.312495105045673,0.3149037347481845,3.268783134170954,0.33915921730382315,4.289306027476241,0.27958378751179846,4.264363125451277,0.27571783296146357,2.2737367544323206e-15,6.235392058169628e-15,0.001242838504133701,0.0047615855358809035,0.0,0.0,0.04,0.19595917942265426,2.2726930548591433,0.9840964153002996,1.5069575403157427,0.58959346698524,12.0,0.0,12.0,0.0
80,3.2967690813588657,0.3247172352097865,3.2705492217531758,0.35842311123414927,4.269286058047076,0.28262587267023853,4.257273940253131,0.2763405751770999,0.00043111714307656255,0.001688491324427046,0.003281027184422527,0.012868039724633129,0.0,0.0,0.12,0.5878775382679627,2.004358495685363,0.8734807644558665,1.4592312389197972,0.7694525473792229,12.0,0.0,12.0,0.0
90,3.267178916315811,0.32625079190814926,3.2467713250781802,0.3428906905816536,4.275561062420816,0.2827755314407335,4.2551261287284925,0.3014276168876438,6.1817218011128716e-15,2.071034015194633e-14,9.023892744153272e-15,3.480451998258577e-14,0.0,0.0,0.0,0.0,1.9590814658886035,0.9087902387282264,1.1432035736789556,0.44219113729717063,12.0,0.0,12.0,0.0
100,3.3064286043527233,0.40051226762937053,3.2612565622410457,0.36566749051173236,4.275351428894626,0.2780845973412965,4.267434439287782,0.2850080922145746,1.8118839761882555e-15,8.876382429572663e-15,0.00038198310993710295,0.0018713274193097333,0.0,0.0,0.0,0.0,2.0592651702534086,0.8986615396069615,1.3761274122230995,0.5403363734685876,12.0,0.0,12.0,0.0
110,3.2995812708747807,0.32499523265721214,3.2580162000723676,0.35068197983015514,4.2984436355335935,0.28938510266463674,4.250034888707117,0.27783332796636573,0.00012349552866186997,0.0006050020614595317,0.0007912209144436843,0.0024072963760543597,0.0,0.0,0.0,0.0,1.7765021724623793,0.5204758352356775,1.4188707197968704,0.6755638551704706,12.0,0.0,12.0,0.0
120,3.2740747263672354,0.3984902561318965,3.2561096285970788,0.40982601796599505,4.265621617849184,0.3098717246578672,4.266934017141303,0.2817115540979719,1.4210854715202005e-15,4.7065076456546856e-15,8.562039965909208e-15,2.025651291301322e-14,0.0,0.0,0.0,0.0,1.7837355518878137,0.6627131352155651,1.534557564283429,0.6438510559816905,12.0,0.0,12.0,0.0
130,3.2970669621707094,0.34543976487377437,3.2843271645876397,0.34381331284655486,4.2816562321454725,0.2980387207523407,4.270175517960017,0.29910395810013635,3.3750779948604757e-15,1.2260723229031639e-14,1.900701818158268e-14,8.273857520307878e-14,0.0,0.0,0.0,0.0,1.4473102757760032,0.6788883978591012,1.6365749950697293,0.5817570802474115,12.0,0.0,12.0,0.0
140,3.2556139892409584,0.3699753571342463,3.2558675461616833,0.38095768610916025,4.258794708219612,0.2809700752024111,4.270827364544586,0.3094951316454464,2.415845301584341e-15,1.0797912018955975e-14,0.00024618969381052125,0.0008940020634453623,0.0,0.0,0.0,0.0,1.3906756796341007,0.4513119515073827,1.550732074335776,0.6747269443552837,12.0,0.0,12.0,0.0
150,3.264341297598469,0.31080718312145017,3.2721095005255916,0.34561810435326656,4.255044720366462,0.26466252586496275,4.284271166726206,0.2988669946835801,4.085620730620576e-15,2.001537214511483e-14,6.7146288529329464e-15,3.2000150195883213e-14,0.0,0.0,0.0,0.0,1.693112280532841,0.5185189674671932,1.533368976508079,0.7733599256083127,12.0,0.0,12.0,0.0
