30,2.9197906365711006,0.3920900891885317,2.8984428882945594,0.3851231274679798,3.726377660100792,0.38365543066530594,3.7067072555190252,0.3476852129031277,1.8968359732155378,1.2597691894354044,0.9659417941658571,0.9329614277288203,5.45,1.6424067705656842,4.95,1.922888452302941,8.413216368449397,2.2686487968828493,5.22084331410109,2.3497309533539132,12.0,0.0,12.0,0.0,3.1564228875954567,0.37904460327920125,3.3480625349898476,0.35891880273640625
40,2.924435559501396,0.4132094963711673,2.910077939872776,0.4000803473760778,3.7155670298548786,0.39566512618760735,3.7219184919840584,0.34782906331961827,1.9158853649997638,1.3845506504623188,1.20794631090256,1.2139113424684445,4.95,1.532155344604456,4.675,1.9414878315353925,8.39898173037129,2.8161325093716423,5.9358017650244905,2.913108221593671,12.0,0.0,12.0,0.0,3.2032908206606066,0.3749918019413472,3.305332613665276,0.3721046418162493
50,2.961060564836311,0.3966574522451442,2.92434487439183,0.3640190558306971,3.7620035228310513,0.3430805649652996,3.7456768534525566,0.3383398141777994,1.8501218409225306,1.4254344827198882,1.309742235354242,1.21308494620465,4.95,1.6575584454250776,4.475,2.213453184506056,8.189615048829342,3.0563147143651337,5.966134278774518,2.7683568453112297,12.0,0.0,12.0,0.0,3.2457831939687667,0.34808429990941786,3.3295316739601972,0.38478702441869206
60,2.977651503369363,0.36938871806886986,2.9396582200497585,0.3719881051250101,3.775653732444558,0.3375378666588768,3.746875551573608,0.3667615184451608,1.7853532482400116,1.316484416180103,1.403394024735021,1.2916680922295256,5.125,1.6307590257300433,4.6,2.0712315177207983,7.788387009874742,3.032578079346291,6.297376536875168,2.5137740218183633,12.0,0.0,12.0,0.0,3.2878944835908555,0.35122119612515257,3.338065768711952,0.369374849112927
70,2.9789877407949037,0.3883176155997036,2.9613563997763506,0.39754961879928064,3.7933749603309055,0.3136309932902322,3.810458531483789,0.3323079114503355,1.692202698342737,1.3520132483261225,1.4603036546684305,1.4149000696450378,4.925,1.385415100249741,4.55,1.8834808201837363,7.834357784579891,2.5483977897650845,6.6481998048274535,2.751936777254872,12.0,0.0,12.0,0.0,3.2948150904713303,0.3464109803750913,3.342435066277511,0.3633468473386164
80,3.001083808159423,0.36228767234804654,2.954214268285898,0.3934913584766497,3.830816177078532,0.33987246715630515,3.796553069857647,0.3343564587892687,1.6586823450520332,1.4342234528488482,1.3774340889595433,1.388283750748474,4.4,1.8138357147217055,4.275,1.9873034494007198,7.706854348233572,2.624988780938161,6.678250870304263,2.9686314570823797,12.0,0.0,12.0,0.0,3.3229847197977476,0.3670155610987076,3.3403244058697643,0.36804905191171283
90,2.9972439091571688,0.38793218190060724,2.97420245955965,0.37824083777392264,3.8232729611374934,0.33676424702249336,3.8291642936821737,0.3266801915872264,1.6785448587683078,1.5142951842283918,1.4500365722566166,1.453390324785807,4.45,2.1324868112136124,4.25,2.153485546735803,7.620389211810282,3.0463432570993576,6.682843247654446,3.113107392320387,12.0,0.0,12.0,0.0,3.3309066462313752,0.3894626355124679,3.343303544206671,0.3855504800936011
100,2.981700759058982,0.36507716571598736,2.9868326540295618,0.39001704606098225,3.79986619827354,0.33434448362545893,3.8292221649995284,0.3290336236065319,1.6423359495547234,1.3960670974839562,1.4443674401933113,1.3976120090041766,4.5,1.9235384061671346,4.225,2.285689173969199,7.772054663940037,2.8198455906766777,6.574290000701671,2.930071266951738,12.0,0.0,12.0,0.0,3.3018556315090093,0.37767512029139344,3.3574331081436712,0.39629055039775635
110,3.002535040588825,0.3573737838135137,2.98695579705562,0.36895407202891745,3.806446212254147,0.3575163653595585,3.8240356580956045,0.34268291818993557,1.6684129039425106,1.4722650553381857,1.5457818583456393,1.3625862826584088,4.55,1.8967076738390656,4.275,2.1678041885742356,7.622055382557837,2.8981688707974236,7.29832081723328,3.143769953287683,12.0,0.0,12.0,0.0,3.3152202868635356,0.4147839606258086,3.3029341276737556,0.39045131958307605
120,3.0395997038123688,0.3860062130188082,3.020910032710237,0.3655737802849635,3.868741661719466,0.33703906448897825,3.862970042045531,0.3299378361253907,1.6679673845629015,1.5357000729316064,1.4919867583773954,1.5023217384857122,4.05,2.2798026230355997,4.05,2.3339880033967613,7.902617794346298,3.219697835301921,7.021821651170593,3.433398577501887,12.0,0.0,12.0,0.0,3.3011844190377007,0.371831671819487,3.35976208633934,0.3799886499236834
